"Sr No","Street Address","City","State","Postal Code","Country","GLM API ID","Network","AddressStatus","Correct GLM Stree Adress"
"","10141 WADSWORTH PKWY","WESTMINSTER","CO","80021","","PL0001082634","On-Net","Duplicate",""
"","2796 JUSTICE DRIVE","GRAND JUNCTION","CO","81506","","PL0003541709","On-Net","Duplicate",""
"","111 W HARBOR DR","SAN DIEGO","CA","92101","","PL0000018681","On-Net","Duplicate",""
"","7701 E KELLOGG DR","WICHITA","KS","67207","","PL0029797309","Off-Net","Duplicate",""
"","401 E BRASHER ROAD","ROSWELL","NM","88203","","PL0001083821","On-Net","Duplicate",""
"","400 N TAMPA ST","TAMPA","FL","33602","","PL0000038120","On-Net","Duplicate",""
"","1384 PORT DRIVE","CLARKSTON","WA","99403","","PL0001083589","On-Net","Duplicate",""
"","18157 CARSON CT NW","ELK RIVER","MN","55330","","PL0000944905","On-Net","Duplicate",""
"","7770 AIRPORT BLVD","MOBILE","AL","36608","","PL0001635428","Off-Net","Duplicate",""
"","7927 FOREST LANE","DALLAS","TX","75230","","PL0000560241","Off-Net","Duplicate",""
"","7130 Q STREET","OMAHA","NE","68117","","PL0000643102","On-Net","Duplicate",""
"","3260 GALLERIA CIRCLE","HOOVER","AL","35244","","PL0000224131","Off-Net","Duplicate",""
"","1220 GAIL GARDNER WAY","PRESCOTT","AZ","86305","","PL0001315243","On-Net","Duplicate",""
"","200 SOUTH MIAMI AVENUE","MIAMI","FL","33130","","PL0000904429","Off-Net","Duplicate",""
"","4525 TWIN RIVERS RD","NORTH PLATTE","NE","69101","","PL0008288397","On-Net","Duplicate",""
"","555 FEDERAL WAY","CENTRAL POINT","OR","97502","","PL0001084475","On-Net","Duplicate",""
"","2221 EAST OLIVE COURT","SPRINGFIELD","MO","65802","","PL0001083326","Off-Net","Duplicate",""
"","4801 NORTH STAR BOULEVARD","GREAT FALLS","MT","59405","","PL0001083477","On-Net","Duplicate",""
"","2325 AIR PARK WAY","MONTROSE","CO","81401","","PL0003541714","On-Net","Duplicate",""
"","19705 ROGERS DRIVE","ROGERS","MN","55374","","PL0008272593","On-Net","Duplicate",""
"","201 E WASHINGTON ST","PHOENIX","AZ","85004","","PL0000016717","On-Net","Duplicate",""
"","3840 CRATES WAY","THE DALLES","OR","97058","","PL0001084504","On-Net","Duplicate",""
"","5455 WADSWORTH BYPASS","ARVADA","CO","80002","","PL0001501906","On-Net","Duplicate",""
"","1980 HIGHLAND AVENUE EAST","TWIN FALLS","ID","83301","","PL0002462343","On-Net","Duplicate",""
"","1 LAKE AVE","COLORADO SPRINGS","CO","80906","","PL0000080458","On-Net","Duplicate",""
"","9219 GRAND AVENUE SOUTH","BLOOMINGTON","MN","55420","","PL0001082913","On-Net","Duplicate",""
"","1401 NW 46TH ST","SEATTLE","WA","98107","","PL0013342082","On-Net","Duplicate",""
"","5091 MORGANTON RD","FAYETTEVILLE","NC","28314","","PL0000348190","Off-Net","Duplicate",""
"","5420 JULIET BLVD","NAPLES","FL","34109","","PL0001578769","On-Net","Duplicate",""
"","900 SOUTH LAKE STREET","FARMINGTON","NM","87401","","PL0001083423","On-Net","Duplicate",""
"","2328 MONTCLAIR RD","LEESBURG","FL","34748","","PL0035652790","On-Net","Duplicate",""
"","9390 SHERIDAN BLVD","WESTMINSTER","CO","80031","","PL0003541742","On-Net","Duplicate",""
"","1375 NORTH HAYDEN ROAD","SCOTTSDALE","AZ","85257","","PL0000166512","On-Net","Duplicate",""
"","2700 ANNAPOLIS CIR N","PLYMOUTH","MN","55441","","PL0003542009","On-Net","Duplicate",""
"","1148 1st AVE N","BILLINGS","MT","59101","","PL0001082751","On-Net","Duplicate",""
"","271 N MILWAUKEE ST","BOISE","ID","83704","","PL0003541689","On-Net","Duplicate",""
"","1001 CASS ST","OMAHA","NE","68102","","PL0000376848","On-Net","Duplicate",""
"","1720 GARFIELD PLACE","MASON CITY","IA","50401","","PL0002462089","On-Net","Duplicate",""
"","20307 MOUNTAIN HWY E","SPANAWAY","WA","98387","","PL0001549264","On-Net","Duplicate",""
"","125 BASIN CREEK ROAD","BUTTE","MT","59701","","PL0001082814","On-Net","Duplicate",""
"","4545 1ST AVE SE","CEDAR RAPIDS","IA","52402","","PL0007855546","On-Net","Duplicate",""
"","8417 TRUCKER TRL","CHEYENNE","WY","82007","","PL0007916350","On-Net","Duplicate",""
"","16218 JACKSON CREEK PKWY","MONUMENT","CO","80132","","PL0001579227","On-Net","Duplicate",""
"","525 FLORIDA ST","BATON ROUGE","LA","70801","","PL0000628492","On-Net","Duplicate",""
"","15 S RIVER RD","ST GEORGE","UT","84790","","PL0001295895","On-Net","Duplicate",""
"","3216 70TH AVENUE EAST","FIFE","WA","98424","","PL0001083961","On-Net","Duplicate",""
"","1 NATIONWIDE PLAZA","COLUMBUS","OH","43215","","PL0000004582","On-Net","Duplicate",""
"","3545 QUEBEC ST","DENVER","CO","80207","","PL0003541736","On-Net","Duplicate",""
"","250 LOTTERY LANE","HINES","OR","97738","","PL0016666146","On-Net","Duplicate",""
"","3812 W 7800 S","WEST JORDAN","UT","84088","","PL0001696596","On-Net","Duplicate",""
"","750 NORTH FRANKLIN PARKWAY","NORTH SALT LAKE","UT","84054","","PL0012536274","On-Net","Duplicate",""
"","7685 E. 30TH STREET","YUMA","AZ","85365","","PL0003541653","On-Net","Duplicate",""
"","2303 WHITE BEAR AVE","MAPLEWOOD","MN","55109","","PL0001542246","On-Net","Duplicate",""
"","8150 N CORTARO RD","TUCSON","AZ","85743","","PL0000410278","On-Net","Duplicate",""
"","470 E. BRUNER AVE","HENDERSON","NV","89044","","PL0001167616","On-Net","Duplicate",""
"","8951 YOSEMITE STREET","HENDERSON","CO","80640","","PL0003541724","On-Net","Duplicate",""
"","2500 3RD AVE NW","WEST FARGO","ND","58078","","PL0007915823","On-Net","Duplicate",""
"","2135 MICHIGAN AVENUE","MOBILE","AL","36615","","PL0001082731","Off-Net","Duplicate",""
"","2760 EAST AIRPORT DRIVE","TUCSON","AZ","85756","","PL0001090832","On-Net","Duplicate",""
"","289 WEST 40TH STREET","YUMA","AZ","85365","","PL0007581854","On-Net","Duplicate",""
"","7200 ARROYO CROSSING PKWY","LAS VEGAS","NV","89113","","PL0000821623","On-Net","Duplicate",""
"","2929 E PLATTE AVE","FORT MORGAN","CO","80701","","PL0014241966","On-Net","Duplicate",""
"","204 SE PARK PLAZA DR","VANCOUVER","WA","98684","","PL0001016097","On-Net","Duplicate",""
"","395 AIRPORT ROAD","BELGRADE","MT","59714","","PL0003706450","On-Net","Duplicate",""
"","2200 E LOHMAN","LAS CRUCES","NM","88001","","PL0001496788","On-Net","Duplicate",""
"","3870 RONALD REAGAN BOULEVARD","JOHNSTOWN","CO","80534","","PL0001084379","On-Net","Duplicate",""
"","3456 MEYERS ROAD","MEMPHIS","TN","38108","","PL0000011563","On-Net","Duplicate",""
"","4125 MINNESOTA ST","ALEXANDRIA","MN","56308","","PL0002464446","On-Net","Duplicate",""
"","11325 UNIVERSITY BLVD","ORLANDO","FL","32817","","PL0001358318","Off-Net","Duplicate",""
"","1820 S POWER RD","MESA","AZ","85206","","PL0000771650","On-Net","Duplicate",""
"","13502 S HAMILTON VIEW RD","RIVERTON","UT","84065","","PL0001547290","On-Net","Duplicate",""
"","481 GREGG DRIVE","BUENA VISTA","CO","81211","","PL0011763016","On-Net","Duplicate",""
"","8450 REVERE LANE NORTH","MAPLE GROVE","MN","55369","","PL0003724864","On-Net","Duplicate",""
"","2000 WOODLANDS VILLAGE BLVD","FLAGSTAFF","AZ","86001","","PL0001082923","On-Net","Duplicate",""
"","141 JOSLIN WAY","TWIN FALLS","ID","83301","","PL0013829856","On-Net","Duplicate",""
"","1111 GREENE ST","COLUMBIA","SC","29201","","PL0000222314","Off-Net","Duplicate",""
"","3050 ECHO LAKE AVE","MAHTOMEDI","MN","55115","","PL0002438665","On-Net","Duplicate",""
"","585 N STATE STREET","LINDON","UT","84042","","PL0001551494","On-Net","Duplicate",""
"","175 E ALTAMONTE DRIVE","ALTAMONTE SPRINGS","FL","32701","","PL0000166371","On-Net","Duplicate",""
"","1842 S COMMONS","FEDERAL WAY","WA","98003","","PL0001383443","On-Net","Duplicate",""
"","515 NORTH HAVANA STREET","SPOKANE","WA","99202","","PL0001082879","On-Net","Duplicate",""
"","5350 E MARRIOTT DR","PHOENIX","AZ","85054","","PL0000374732","On-Net","Duplicate",""
"","350 W FAIRBANKS AVE","WINTER PARK","FL","32789","","PL0001363393","On-Net","Duplicate",""
"","1735 WEST 1ST STREET","SAFFORD","AZ","85546","","PL0003541651","On-Net","Duplicate",""
"","23000 N 7TH AVENUE","PHOENIX","AZ","85027","","PL0007581429","On-Net","Duplicate",""
"","1890 S 4TH AVE","YUMA","AZ","85364","","PL0003541654","On-Net","Duplicate",""
"","901 S MIAMI AVE","MIAMI","FL","33130","","PL0000601103","Off-Net","Duplicate",""
"","3605 HESPER ROAD","BILLINGS","MT","59102","","PL0003541992","On-Net","Duplicate",""
"","700 W MISSISSIPPI AVE","DENVER","CO","80223","","PL0000083601","On-Net","Duplicate",""
"","2002 SUNSET DRIVE","ROCK SPRINGS","WY","82901","","PL0003705628","On-Net","Duplicate",""
"","13869 W BELL RD","SURPRISE","AZ","85374","","PL0000829162","On-Net","Duplicate",""
"","3775 PIONEER AVENUE","DUPONT","WA","98327","","PL0003541435","On-Net","Duplicate",""
"","150 GREENHORN DRIVE","PUEBLO","CO","81004","","PL0003541718","On-Net","Duplicate",""
"","301 N GUADALUPE ST","SANTA FE","NM","87501","","PL0002369913","On-Net","Duplicate",""
"","1755 15TH STREET SW","MASON CITY","IA","50401","","PL0001083981","On-Net","Duplicate",""
"","2717 SOUTH COPPER PASSAGE","STEAMBOAT SPRINGS","CO","80487","","PL0003541728","On-Net","Duplicate",""
"","3777 CERRILLOS RD","SANTA FE","NM","87507","","PL0002257228","On-Net","Duplicate",""
"","8116 W BOWLES AVE","LITTLETON","CO","80123","","PL0003541739","On-Net","Duplicate",""
"","3070 FED EX WAY","YUMA","AZ","85365","","PL0001084145","On-Net","Duplicate",""
"","3607 W 10TH ST","GREELEY","CO","80634","","PL0003541726","On-Net","Duplicate",""
"","890 NEAPOLITAN WAY","NAPLES","FL","34103","","PL0001873744","On-Net","Duplicate",""
"","745 N US HIGHWAY 287","LAFAYETTE","CO","80026","","PL0001577745","On-Net","Duplicate",""
"","7000 WEST POST ROAD","LAS VEGAS","NV","89113","","PL0000755777","On-Net","Duplicate",""
"","1121 WEST CHEYENNE AVENUE","NORTH LAS VEGAS","NV","89030","","PL0001090869","On-Net","Duplicate",""
"","6700 N GAYLORD ROCKIES BLVD","AURORA","CO","80019","","PL0001870452","On-Net","Duplicate",""
"","475 NW 23RD AVE","PORTLAND","OR","97210","","PL0002492236","On-Net","Duplicate",""
"","660 S 1750 W","SPRINGVILLE","UT","84663","","PL0001551524","On-Net","Duplicate",""
"","W159S6530 MOORLAND RD","MUSKEGO","WI","53150","","PL0007865812","On-Net","Duplicate",""
"","9351 WILLOW COURT","HENDERSON","CO","80640","","PL0001083587","On-Net","Duplicate",""
"","209 S 72ND ST","OMAHA","NE","68114","","PL0000632051","On-Net","Duplicate",""
"","715 23 RD","GRAND JUNCTION","CO","81505","","PL0003541710","On-Net","Duplicate",""
"","1475 NORTH 73RD STREET","GRAND FORKS","ND","58203","","PL0003541999","On-Net","Duplicate",""
"","1810 FORT COURT","OMAHA","NE","68110","","PL0001083338","On-Net","Duplicate",""
"","2720 CENTRAL AVE SE","ALBUQUERQUE","NM","87106","","PL0007752542","On-Net","Duplicate",""
"","34737 EMERALD COAST PKWY","DESTIN","FL","32541","","PL0001705689","On-Net","Duplicate",""
"","430 SE 192ND AVE","VANCOUVER","WA","98683","","PL0001548343","On-Net","Duplicate",""
"","1619 N DYSART RD","AVONDALE","AZ","85392","","PL0000628976","On-Net","Duplicate",""
"","5301 E. GIBSON AVENUE","FLAGSTAFF","AZ","86004","","PL0000960007","On-Net","Duplicate",""
"","6617 24TH AVE NE","MOSES LAKE","WA","98837","","PL0013829832","On-Net","Duplicate",""
"","1 SHAMROCK WAY NW","ALBUQUERQUE","NM","87120","","PL0013222617","On-Net","Duplicate",""
"","1002 SE NATIONAL DRIVE","ANKENY","IA","50021","","PL0001578468","On-Net","Duplicate",""
"","1005 GREEN ACRES RD","EUGENE","OR","97408","","PL0001082572","On-Net","Duplicate",""
"","10501 S REDWOOD RD","SOUTH JORDAN","UT","84095","","PL0001082600","On-Net","Duplicate",""
"","107 SCHOEN LANE","EASTSOUND","WA","98245","","PL0001090838","On-Net","Duplicate",""
"","10843 SE OAK STREET","MILWAUKIE","OR","97222","","PL0001082682","On-Net","Duplicate",""
"","10854 NW MYHRE PL","SILVERDALE","WA","98383","","PL0001082686","On-Net","Duplicate",""
"","1100 N ESTRELLA PKWY","GOODYEAR","AZ","85338","","PL0000548703","On-Net","Duplicate",""
"","1105 W 48TH AVENUE","DENVER","CO","80221","","PL0001083697","On-Net","Duplicate",""
"","1106 AIRPORT ROAD","PENDLETON","OR","97801","","PL0001090856","On-Net","Duplicate",""
"","111 NORTH CLOVERDALE ROAD","BOISE","ID","83713","","PL0001083514","On-Net","Duplicate",""
"","1118 OUTLET COLLECTION WAY","AUBURN","WA","98001","","PL0007735917","On-Net","Duplicate",""
"","1120 E HWY 50","CLERMONT","FL","34711","","PL0002461857","On-Net","Duplicate",""
"","1121 WALL STREET","LEWISTON","ID","83501","","PL0003724859","On-Net","Duplicate",""
"","1135 SOUTHTOWN DRIVE","WATERLOO","IA","50702","","PL0001082769","On-Net","Duplicate",""
"","11414 SOUTH 150TH STREET","OMAHA","NE","68138","","PL0035995457","On-Net","Duplicate",""
"","115 BODO DRIVE","DURANGO","CO","81303","","PL0001082944","On-Net","Duplicate",""
"","115 SALTSPRING DR","FRIDAY HARBOR","WA","98250","","PL0008287942","On-Net","Duplicate",""
"","1150 NE 1st STREET","BEND","OR","97701","","PL0003541459","On-Net","Duplicate",""
"","119 OSBORN DRIVE","DICKINSON","ND","58601","","PL0001082914","On-Net","Duplicate",""
"","119771 RICK JONES WAY","BUTTE","MT","59750","","PL0007871763","On-Net","Duplicate",""
"","1212 AIRPORT ROAD","BISMARCK","ND","58504","","PL0001090879","On-Net","Duplicate",""
"","1219 W GENEVA DR","TEMPE","AZ","85282","","PL0000329207","On-Net","Duplicate",""
"","1238 AIRPORT ROAD","BISMARCK","ND","58504","","PL0010012576","On-Net","Duplicate",""
"","12405 W. 112TH AVE","BROOMFIELD","CO","80021","","PL0010271062","On-Net","Duplicate",""
"","12475 RIVERDALE BLVD NW","COON RAPIDS","MN","55433","","PL0003542010","On-Net","Duplicate",""
"","12513 LAKE CITY WAY NE","SEATTLE","WA","98125","","PL0000809311","On-Net","Duplicate",""
"","1255 H STREET","GREELEY","CO","80631","","PL0001082949","On-Net","Duplicate",""
"","1319 N INDUSTRIAL PARK DRIVE","NOGALES","AZ","85621","","PL0001083540","On-Net","Duplicate",""
"","136 W STATE ROAD 73","SARATOGA SPRINGS","UT","84045","","PL0001547266","On-Net","Duplicate",""
"","13601 RIDGEDALE DR","MINNETONKA","MN","55305","","PL0001845581","On-Net","Duplicate",""
"","14100 BONNET CREEK RESORT LN","ORLANDO","FL","32821","","PL0000349350","On-Net","Duplicate",""
"","14222 E CEDAR AVE","AURORA","CO","80012","","PL0000957907","On-Net","Duplicate",""
"","14250 GRASSLANDS DRIVE","ENGLEWOOD","CO","80112","","PL0027278127","On-Net","Duplicate",""
"","1445 JAMIKE AVENUE","ERLANGER","KY","41018","","PL0000579465","Off-Net","Duplicate",""
"","14835 BALLANTYNE VILLAGE WAY","CHARLOTTE","NC","28277","","PL0000597024","Off-Net","Duplicate",""
"","14884 N PIMA RD","SCOTTSDALE","AZ","85260","","PL0001098021","On-Net","Duplicate",""
"","1505 EAST HARTMAN CT","OMAHA","NE","68110","","PL0000201940","On-Net","Duplicate",""
"","1505 TYLER AVENUE","KREMMLING","CO","80459","","PL0025241187","On-Net","Duplicate",""
"","1514 WEST MAIN STREET","FARMINGTON","NM","87401","","PL0001082933","On-Net","Duplicate",""
"","1525 E HARTMAN CT","OMAHA","NE","68110","","PL0001083335","On-Net","Duplicate",""
"","1528 SE BYBEE BLVD","PORTLAND","OR","97202","","PL0003541472","On-Net","Duplicate",""
"","1590 INNOVATION DRIVE","DUBUQUE","IA","52002","","PL0007915700","On-Net","Duplicate",""
"","15960 CHAMBERLIN PARKWAY","FORT MYERS","FL","33913","","PL0001083228","On-Net","Duplicate",""
"","160 W BROADWAY AVE","JACKSON HOLE","WY","83001","","PL0013951618","On-Net","Duplicate",""
"","1619 DEL PRADO BLVD S","CAPE CORAL","FL","33990","","PL0001578776","On-Net","Duplicate",""
"","1632 NORTH 2000 WEST","CLINTON","UT","84015","","PL0001547262","On-Net","Duplicate",""
"","16710 E QUINCY AVE","AURORA","CO","80015","","PL0001615232","On-Net","Duplicate",""
"","16811 BURKE ST","OMAHA","NE","68118","","PL0000209186","On-Net","Duplicate",""
"","1701 THIESSE RD","BRAINERD","MN","56401","","PL0011888705","On-Net","Duplicate",""
"","1705 WEST ARGENT ROAD","PASCO","WA","99301","","PL0001083289","On-Net","Duplicate",""
"","1767 AVIATION PL","BILLINGS","MT","59105","","PL0001082745","On-Net","Duplicate",""
"","17748 S GOLDEN RD","GOLDEN","CO","80401","","PL0003541732","On-Net","Duplicate",""
"","1777 WALKER STREET","HOUSTON","TX","77010","","PL0000931438","On-Net","Duplicate",""
"","1813 PACIFIC AVENUE","CHEYENNE","WY","82007","","PL0001083539","On-Net","Duplicate",""
"","18201 WRIGHT STREET","OMAHA","NE","68130","","PL0000621237","On-Net","Duplicate",""
"","1901 KROE LANE","SHERIDAN","WY","82801","","PL0003541696","On-Net","Duplicate",""
"","1920 S STAPLEY DR","MESA","AZ","85204","","PL0000813218","On-Net","Duplicate",""
"","1940 S VAL VISTA DR","MESA","AZ","85204","","PL0000605858","On-Net","Duplicate",""
"","19574 MOLALLA AVE","OREGON CITY","OR","97045","","PL0001315371","On-Net","Duplicate",""
"","1958 DELL RANGE BLVD","CHEYENNE","WY","82009","","PL0019073962","On-Net","Duplicate",""
"","2035 TAYLOR AVE","LOUISVILLE","CO","80027","","PL0013378048","On-Net","Duplicate",""
"","2058 SUMMIT LAKE DRIVE","TALLAHASSEE","FL","32317","","PL0008288409","On-Net","Duplicate",""
"","20750 BRINSON BOULEVARD","BEND","OR","97701","","PL0013829776","On-Net","Duplicate",""
"","2087 FEDERAL WAY","IDAHO FALLS","ID","83402","","PL0001083109","On-Net","Duplicate",""
"","209 BRIAN AVENUE","SILVERTHORNE","CO","80498","","PL0025208840","On-Net","Duplicate",""
"","21055 E RITTENHOUSE RD","QUEEN CREEK","AZ","85142","","PL0000705129","On-Net","Duplicate",""
"","2124 E GRAND AVE","LARAMIE","WY","82070","","PL0003541702","On-Net","Duplicate",""
"","21655 N LAKE PLEASANT PKWY","PEORIA","AZ","85382","","PL0000996283","On-Net","Duplicate",""
"","2189 SNELLING AVE N","ROSEVILLE","MN","55113","","PL0000715649","On-Net","Duplicate",""
"","2200 JUAN TABO BLVD NE","ALBUQUERQUE","NM","87112","","PL0003736147","On-Net","Duplicate",""
"","221 SOUTH OREGON AVENUE","PASCO","WA","99301","","PL0002467137","On-Net","Duplicate",""
"","2225 MURRAY STREET","SIOUX CITY","IA","51111","","PL0003542050","On-Net","Duplicate",""
"","23 OLD RUBY RD","NOGALES","AZ","85621","","PL0013010889","On-Net","Duplicate",""
"","2315 EDGEWOOD RD SW","CEDAR RAPIDS","IA","52404","","PL0002086045","On-Net","Duplicate",""
"","2320 ELKHORN RD","LEXINGTON","KY","40509","","PL0001320994","Off-Net","Duplicate",""
"","2320 W PEORIA AVE","PHOENIX","AZ","85029","","PL0000064493","Off-Net","Duplicate",""
"","2320 WEST AIRLINE HIGHWAY","WATERLOO","IA","50703","","PL0001083988","On-Net","Duplicate",""
"","2323 TERMINAL ROAD","ROSEVILLE","MN","55113","","PL0001083636","On-Net","Duplicate",""
"","2325 SOUTH 3200 WEST","WEST VALLEY CITY","UT","84119","","PL0000255936","On-Net","Duplicate",""
"","2349 AVIATION DRIVE","INDIANAPOLIS","IN","46241","","PL0000008853","On-Net","Duplicate",""
"","2350 EAST SAINT PATRICK STREET","RAPID CITY","SD","57703","","PL0001083333","On-Net","Duplicate",""
"","2367 VANDERBILT BEACH RD","NAPLES","FL","34109","","PL0003542256","On-Net","Duplicate",""
"","238 ALEXANDER AVENUE","AMES","IA","50010","","PL0001082776","On-Net","Duplicate",""
"","2400 E MISSOURI AVENUE","PHOENIX","AZ","85016","","PL0000037655","On-Net","Duplicate",""
"","2490 S 7600 W","MAGNA","UT","84044","","PL0037219444","On-Net","Duplicate",""
"","2503 FRANK ALBERT ROAD","TACOMA","WA","98424","","PL0001090827","On-Net","Duplicate",""
"","250397 APRON DRIVE","SCOTTSBLUFF","NE","69361","","PL0001082724","On-Net","Duplicate",""
"","2514 MAIN STREET","LONGMONT","CO","80504","","PL0001579178","On-Net","Duplicate",""
"","2535 JORIE LN NE","KEIZER","OR","97303","","PL0000448130","On-Net","Duplicate",""
"","2542 CAMINO ENTRADA","SANTA FE","NM","87507","","PL0001083244","On-Net","Duplicate",""
"","2595 COMMERCIAL ST SE","SALEM","OR","97302","","PL0003541467","On-Net","Duplicate",""
"","26 ALLEGIANCE CIRCLE","EVANSTON","WY","82930","","PL0003541695","On-Net","Duplicate",""
"","2615 SE 23RD DRIVE","LINCOLN CITY","OR","97367","","PL0001084493","On-Net","Duplicate",""
"","2622 LOCKHEED LANE","BOISE","ID","83705","","PL0001082791","On-Net","Duplicate",""
"","2650 EAST QUEEN CREEK RD","CHANDLER","AZ","85286","","PL0003541655","On-Net","Duplicate",""
"","2777 GARRETT WAY","POCATELLO","ID","83201","","PL0001083243","On-Net","Duplicate",""
"","2801 COMMERCE DR","CORALVILLE","IA","52241","","PL0007785272","On-Net","Duplicate",""
"","2801 GOODMAN ROAD","UNION GAP","WA","98903","","PL0003541427","On-Net","Duplicate",""
"","2820 B STREET NW","AUBURN","WA","98001","","PL0001084157","On-Net","Duplicate",""
"","2825 CARGO ROAD","MINNEAPOLIS","MN","55450","","PL0001083191","On-Net","Duplicate",""
"","2830 KILLPECKER DRIVE","ROCK SPRINGS","WY","82901","","PL0012436429","On-Net","Duplicate",""
"","2855 WEST LOCKHEED LANE","BOISE","ID","83705","","PL0001082793","On-Net","Duplicate",""
"","28564 WESTPORT LANE","HERMISTON","OR","97838","","PL0008288000","On-Net","Duplicate",""
"","2900 25TH STREET SOUTHEAST","SALEM","OR","97302","","PL0001083358","On-Net","Duplicate",""
"","2901 WEST 7TH STREET","SIOUX FALLS","SD","57104","","PL0001083884","On-Net","Duplicate",""
"","300 MOSSY HEAD PLAZA","DEFUNIAK SPRINGS","FL","32435","","PL0013829869","On-Net","Duplicate",""
"","3002 EAST OLD TOWER ROAD","PHOENIX","AZ","85034","","PL0001083233","On-Net","Duplicate",""
"","3023 ARMY POST ROAD","DES MOINES","IA","50321","","PL0003542053","On-Net","Duplicate",""
"","3032 W MONTAGUE AVE","NORTH CHARLESTON","SC","29418","","PL0001649224","Off-Net","Duplicate",""
"","3042 NE 45TH ST","SEATTLE","WA","98105","","PL0000128876","On-Net","Duplicate",""
"","3102 WEST WASHINGTON AVENUE","YAKIMA","WA","98903","","PL0001083413","On-Net","Duplicate",""
"","3105 TROTT AVENUE SW","WILLMAR","MN","56201","","PL0038539365","On-Net","Duplicate",""
"","3110 E FLORENCE DR","MERIDIAN","ID","83642","","PL0001316885","On-Net","Duplicate",""
"","3120 BLOSSOM DRIVE NORTHEAST","SALEM","OR","97305","","PL0001083908","On-Net","Duplicate",""
"","3225 W. WILDWOOD DR.","GRAND ISLAND","NE","68801","","PL0022459790","On-Net","Duplicate",""
"","3243 DUGGLEBY DRIVE","CODY","WY","82414","","PL0001083359","On-Net","Duplicate",""
"","3295 GREENWALD WAY N","KISSIMMEE","FL","34741","","PL0003852154","On-Net","Duplicate",""
"","3301 BUTLER ST","MILES CITY","MT","59301","","PL0002465557","On-Net","Duplicate",""
"","3330 ROOSEVELT RD","SAINT CLOUD","MN","56301","","PL0001083407","On-Net","Duplicate",""
"","3330 S 700 E","SALT LAKE CITY","UT","84106","","PL0000911514","On-Net","Duplicate",""
"","3350 E. WESTCO PL.","TUCSON","AZ","85756","","PL0003541647","Off-Net","Duplicate",""
"","3380 CAPITAL CIRCLE SOUTHWEST","TALLAHASSEE","FL","32310","","PL0003540011","On-Net","Duplicate",""
"","3400 BUTTERFLY DRIVE NORTHWEST","BEMIDJI","MN","56601","","PL0001083494","On-Net","Duplicate",""
"","3410 SOUTH 51ST AVENUE","PHOENIX","AZ","85043","","PL0001084233","On-Net","Duplicate",""
"","3433 WEST 2400 S","WEST VALLEY","UT","84119","","PL0001082807","On-Net","Duplicate",""
"","3450 S 59TH AVE","PHOENIX","AZ","85043","","PL0025018984","On-Net","Duplicate",""
"","349 AMERICAN AVENUE","JEROME","ID","83338","","PL0037558048","On-Net","Duplicate",""
"","3502 SOUTH 11TH STREET","COUNCIL BLUFFS","IA","51501","","PL0001083736","On-Net","Duplicate",""
"","3514 GALT COURT","RAPID CITY","SD","57701","","PL0001084110","On-Net","Duplicate",""
"","3535 HAZELTON RD","EDINA","MN","55435","","PL0001845585","On-Net","Duplicate",""
"","3600 FIRE STATION SPUR","MEDFORD","OR","97504","","PL0000189228","On-Net","Duplicate",""
"","3601 EVANS AVENUE","CHEYENNE","WY","82001","","PL0000980295","On-Net","Duplicate",""
"","3632 FACTORIA BLVD SE","BELLEVUE","WA","98006","","PL0012135968","On-Net","Duplicate",""
"","364 CIRCLE DRIVE","CASPER","WY","82601","","PL0001082816","On-Net","Duplicate",""
"","3702 C ST NE","AUBURN","WA","98002","","PL0001576874","On-Net","Duplicate",""
"","3720 SPIRIT DRIVE SE","ALBUQUERQUE","NM","87106","","PL0001082728","On-Net","Duplicate",""
"","3751 MIDWAY ROAD","HERMANTOWN","MN","55810","","PL0001083590","On-Net","Duplicate",""
"","3765 S GILBERT RD","GILBERT","AZ","85297","","PL0001314133","On-Net","Duplicate",""
"","3800 WEICKER DRIVE","FORT COLLINS","CO","80524","","PL0000401085","On-Net","Duplicate",""
"","3834 WEST 1580 NORTH","SALT LAKE CITY","UT","84116","","PL0003541675","On-Net","Duplicate",""
"","3847 31ST STREET NORTH","FARGO","ND","58102","","PL0002023543","On-Net","Duplicate",""
"","3850 WEST CHERRY CREEK ROAD","CAMP VERDE","AZ","86322","","PL0001090866","On-Net","Duplicate",""
"","3885 MERCANTILE AVENUE","NAPLES","FL","34104","","PL0001082790","On-Net","Duplicate",""
"","3935 AUMSVILLE HIGHWAY SE","SALEM","OR","97317","","PL0003541468","On-Net","Duplicate",""
"","40 BELLEVUE WAY NE","BELLEVUE","WA","98004","","PL0001543266","On-Net","Duplicate",""
"","4005 N MOORE ST","SPOKANE VALLEY","WA","99216","","PL0001084518","On-Net","Duplicate",""
"","4062 INDUSTRY DRIVE","SIERRA VISTA","AZ","85635","","PL0001082827","On-Net","Duplicate",""
"","412 BASTILLE","PAGOSA SPRINGS","CO","81147","","PL0001083224","On-Net","Duplicate",""
"","4165 YELLOWSTONE AVE","CHUBBUCK","ID","83202","","PL0009268170","On-Net","Duplicate",""
"","419 E. BRASHER ROAD","ROSWELL","NM","88203","","PL0003541633","On-Net","Duplicate",""
"","420 BURRELL AVENUE","LEWISTON","ID","83501","","PL0001083204","On-Net","Duplicate",""
"","4220 EAST BROADWAY AVENUE","SPOKANE","WA","99202","","PL0003541423","On-Net","Duplicate",""
